time,pi,x_left,y_left,x_right,y_right
0.005424,-nan,-nan,-nan,-nan,-nan
0.005425,-nan,-nan,-nan,-nan,-nan
0.005426,-nan,-nan,-nan,-nan,-nan
0.005427,-nan,-nan,-nan,-nan,-nan
0.005428,-nan,-nan,-nan,-nan,-nan
0.005429,-nan,-nan,-nan,-nan,-nan
0.00543,-nan,-nan,-nan,-nan,-nan
0.005431,-nan,-nan,-nan,-nan,-nan
0.005432,-nan,-nan,-nan,-nan,-nan
0.005433,-nan,-nan,-nan,-nan,-nan
0.005434,-nan,-nan,-nan,-nan,-nan
0.005435,-nan,-nan,-nan,-nan,-nan
0.005436,-nan,-nan,-nan,-nan,-nan
0.005437,-nan,-nan,-nan,-nan,-nan
0.005438,-nan,-nan,-nan,-nan,-nan
0.005439,-nan,-nan,-nan,-nan,-nan
0.00544,-nan,-nan,-nan,-nan,-nan
0.005441,-nan,-nan,-nan,-nan,-nan
0.005442,-nan,-nan,-nan,-nan,-nan
0.005443,-nan,-nan,-nan,-nan,-nan
0.005444,-nan,-nan,-nan,-nan,-nan
0.005445,-nan,-nan,-nan,-nan,-nan
0.005446,-nan,-nan,-nan,-nan,-nan
0.005447,-nan,-nan,-nan,-nan,-nan
0.005448,-nan,-nan,-nan,-nan,-nan
0.005449,-nan,-nan,-nan,-nan,-nan
0.00545,-nan,-nan,-nan,-nan,-nan
0.005451,-nan,-nan,-nan,-nan,-nan
0.005452,-nan,-nan,-nan,-nan,-nan
0.005453,-nan,-nan,-nan,-nan,-nan
0.005454,-nan,-nan,-nan,-nan,-nan
0.005455,-nan,-nan,-nan,-nan,-nan
0.005456,-nan,-nan,-nan,-nan,-nan
0.005457,-nan,-nan,-nan,-nan,-nan
0.005458,-nan,-nan,-nan,-nan,-nan
0.005459,-nan,-nan,-nan,-nan,-nan
0.00546,-nan,-nan,-nan,-nan,-nan
0.005461,-nan,-nan,-nan,-nan,-nan
0.005462,-nan,-nan,-nan,-nan,-nan
0.005463,-nan,-nan,-nan,-nan,-nan
0.005464,-nan,-nan,-nan,-nan,-nan
0.005465,-nan,-nan,-nan,-nan,-nan
0.005466,-nan,-nan,-nan,-nan,-nan
0.005467,-nan,-nan,-nan,-nan,-nan
0.005468,-nan,-nan,-nan,-nan,-nan
0.005469,-nan,-nan,-nan,-nan,-nan
0.00547,-nan,-nan,-nan,-nan,-nan
0.005471,-nan,-nan,-nan,-nan,-nan
0.005472,-nan,-nan,-nan,-nan,-nan
0.005473,-nan,-nan,-nan,-nan,-nan
0.005474,-nan,-nan,-nan,-nan,-nan
0.005475,-nan,-nan,-nan,-nan,-nan
0.005476,-nan,-nan,-nan,-nan,-nan
0.005477,-nan,-nan,-nan,-nan,-nan
0.005478,-nan,-nan,-nan,-nan,-nan
0.005479,-nan,-nan,-nan,-nan,-nan
0.00548,-nan,-nan,-nan,-nan,-nan
0.005481,-nan,-nan,-nan,-nan,-nan
0.005482,-nan,-nan,-nan,-nan,-nan
0.005483,-nan,-nan,-nan,-nan,-nan
0.005484,-nan,-nan,-nan,-nan,-nan
0.005485,-nan,-nan,-nan,-nan,-nan
0.005486,-nan,-nan,-nan,-nan,-nan
0.005487,-nan,-nan,-nan,-nan,-nan
0.005488,-nan,-nan,-nan,-nan,-nan
0.005489,-nan,-nan,-nan,-nan,-nan
0.00549,-nan,-nan,-nan,-nan,-nan
0.005491,-nan,-nan,-nan,-nan,-nan
0.005492,-nan,-nan,-nan,-nan,-nan
0.005493,-nan,-nan,-nan,-nan,-nan
0.005494,-nan,-nan,-nan,-nan,-nan
0.005495,-nan,-nan,-nan,-nan,-nan
0.005496,-nan,-nan,-nan,-nan,-nan
0.005497,-nan,-nan,-nan,-nan,-nan
0.005498,-nan,-nan,-nan,-nan,-nan
0.005499,-nan,-nan,-nan,-nan,-nan
0.0055,-nan,-nan,-nan,-nan,-nan
0.005501,-nan,-nan,-nan,-nan,-nan
0.005502,-nan,-nan,-nan,-nan,-nan
0.005503,-nan,-nan,-nan,-nan,-nan
0.005504,-nan,-nan,-nan,-nan,-nan
0.005505,-nan,-nan,-nan,-nan,-nan
0.005506,-nan,-nan,-nan,-nan,-nan
0.005507,-nan,-nan,-nan,-nan,-nan
0.005508,-nan,-nan,-nan,-nan,-nan
0.005509,-nan,-nan,-nan,-nan,-nan
0.00551,-nan,-nan,-nan,-nan,-nan
0.005511,-nan,-nan,-nan,-nan,-nan
0.005512,-nan,-nan,-nan,-nan,-nan
0.005513,-nan,-nan,-nan,-nan,-nan
0.005514,-nan,-nan,-nan,-nan,-nan
0.005515,-nan,-nan,-nan,-nan,-nan
0.005516,-nan,-nan,-nan,-nan,-nan
0.005517,-nan,-nan,-nan,-nan,-nan
0.005518,-nan,-nan,-nan,-nan,-nan
0.005519,-nan,-nan,-nan,-nan,-nan
0.00552,-nan,-nan,-nan,-nan,-nan
0.005521,-nan,-nan,-nan,-nan,-nan
0.005522,-nan,-nan,-nan,-nan,-nan
0.005523,-nan,-nan,-nan,-nan,-nan
0.005524,-nan,-nan,-nan,-nan,-nan
0.005525,-nan,-nan,-nan,-nan,-nan
0.005526,-nan,-nan,-nan,-nan,-nan
0.005527,-nan,-nan,-nan,-nan,-nan
0.005528,-nan,-nan,-nan,-nan,-nan
0.005529,-nan,-nan,-nan,-nan,-nan
0.00553,-nan,-nan,-nan,-nan,-nan
0.005531,-nan,-nan,-nan,-nan,-nan
0.005532,-nan,-nan,-nan,-nan,-nan
0.005533,-nan,-nan,-nan,-nan,-nan
0.005534,-nan,-nan,-nan,-nan,-nan
0.005535,-nan,-nan,-nan,-nan,-nan
0.005536,-nan,-nan,-nan,-nan,-nan
0.005537,-nan,-nan,-nan,-nan,-nan
0.005538,-nan,-nan,-nan,-nan,-nan
0.005539,-nan,-nan,-nan,-nan,-nan
0.00554,-nan,-nan,-nan,-nan,-nan
0.005541,-nan,-nan,-nan,-nan,-nan
0.005542,-nan,-nan,-nan,-nan,-nan
0.005543,-nan,-nan,-nan,-nan,-nan
0.005544,-nan,-nan,-nan,-nan,-nan
0.005545,-nan,-nan,-nan,-nan,-nan
0.005546,-nan,-nan,-nan,-nan,-nan
0.005547,-nan,-nan,-nan,-nan,-nan
0.005548,-nan,-nan,-nan,-nan,-nan
0.005549,-nan,-nan,-nan,-nan,-nan
0.00555,-nan,-nan,-nan,-nan,-nan
0.005551,-nan,-nan,-nan,-nan,-nan
0.005552,-nan,-nan,-nan,-nan,-nan
0.005553,-nan,-nan,-nan,-nan,-nan
0.005554,-nan,-nan,-nan,-nan,-nan
0.005555,-nan,-nan,-nan,-nan,-nan
0.005556,-nan,-nan,-nan,-nan,-nan
0.005557,-nan,-nan,-nan,-nan,-nan
0.005558,-nan,-nan,-nan,-nan,-nan
0.005559,-nan,-nan,-nan,-nan,-nan
0.00556,-nan,-nan,-nan,-nan,-nan
0.005561,-nan,-nan,-nan,-nan,-nan
0.005562,-nan,-nan,-nan,-nan,-nan
0.005563,-nan,-nan,-nan,-nan,-nan
0.005564,-nan,-nan,-nan,-nan,-nan
0.005565,-nan,-nan,-nan,-nan,-nan
0.005566,-nan,-nan,-nan,-nan,-nan
0.005567,-nan,-nan,-nan,-nan,-nan
0.005568,-nan,-nan,-nan,-nan,-nan
0.005569,-nan,-nan,-nan,-nan,-nan
0.00557,-nan,-nan,-nan,-nan,-nan
0.005571,-nan,-nan,-nan,-nan,-nan
0.005572,-nan,-nan,-nan,-nan,-nan
0.005573,-nan,-nan,-nan,-nan,-nan
0.005574,-nan,-nan,-nan,-nan,-nan
0.005575,-nan,-nan,-nan,-nan,-nan
0.005576,-nan,-nan,-nan,-nan,-nan
0.005577,-nan,-nan,-nan,-nan,-nan
0.005578,-nan,-nan,-nan,-nan,-nan
0.005579,-nan,-nan,-nan,-nan,-nan
0.00558,-nan,-nan,-nan,-nan,-nan
0.005581,-nan,-nan,-nan,-nan,-nan
0.005582,-nan,-nan,-nan,-nan,-nan
0.005583,-nan,-nan,-nan,-nan,-nan
0.005584,-nan,-nan,-nan,-nan,-nan
0.005585,-nan,-nan,-nan,-nan,-nan
0.005586,-nan,-nan,-nan,-nan,-nan
0.005587,-nan,-nan,-nan,-nan,-nan
0.005588,-nan,-nan,-nan,-nan,-nan
0.005589,-nan,-nan,-nan,-nan,-nan
0.00559,-nan,-nan,-nan,-nan,-nan
0.005591,-nan,-nan,-nan,-nan,-nan
0.005592,-nan,-nan,-nan,-nan,-nan
0.005593,-nan,-nan,-nan,-nan,-nan
0.005594,-nan,-nan,-nan,-nan,-nan
0.005595,-nan,-nan,-nan,-nan,-nan
0.005596,-nan,-nan,-nan,-nan,-nan
0.005597,-nan,-nan,-nan,-nan,-nan
0.005598,-nan,-nan,-nan,-nan,-nan
0.005599,-nan,-nan,-nan,-nan,-nan
0.0056,-nan,-nan,-nan,-nan,-nan
0.005601,-nan,-nan,-nan,-nan,-nan
0.005602,-nan,-nan,-nan,-nan,-nan
0.005603,-nan,-nan,-nan,-nan,-nan
0.005604,-nan,-nan,-nan,-nan,-nan
0.005605,-nan,-nan,-nan,-nan,-nan
0.005606,-nan,-nan,-nan,-nan,-nan
0.005607,-nan,-nan,-nan,-nan,-nan
0.005608,-nan,-nan,-nan,-nan,-nan
0.005609,-nan,-nan,-nan,-nan,-nan
0.00561,-nan,-nan,-nan,-nan,-nan
0.005611,-nan,-nan,-nan,-nan,-nan
0.005612,-nan,-nan,-nan,-nan,-nan
0.005613,-nan,-nan,-nan,-nan,-nan
0.005614,-nan,-nan,-nan,-nan,-nan
0.005615,-nan,-nan,-nan,-nan,-nan
0.005616,-nan,-nan,-nan,-nan,-nan
0.005617,-nan,-nan,-nan,-nan,-nan
0.005618,-nan,-nan,-nan,-nan,-nan
0.005619,-nan,-nan,-nan,-nan,-nan
0.00562,-nan,-nan,-nan,-nan,-nan
0.005621,-nan,-nan,-nan,-nan,-nan
0.005622,-nan,-nan,-nan,-nan,-nan
0.005623,-nan,-nan,-nan,-nan,-nan
0.005624,-nan,-nan,-nan,-nan,-nan
0.005625,-nan,-nan,-nan,-nan,-nan
0.005626,-nan,-nan,-nan,-nan,-nan
0.005627,-nan,-nan,-nan,-nan,-nan
0.005628,-nan,-nan,-nan,-nan,-nan
0.005629,-nan,-nan,-nan,-nan,-nan
0.00563,-nan,-nan,-nan,-nan,-nan
0.005631,-nan,-nan,-nan,-nan,-nan
0.005632,-nan,-nan,-nan,-nan,-nan
0.005633,-nan,-nan,-nan,-nan,-nan
0.005634,-nan,-nan,-nan,-nan,-nan
0.005635,-nan,-nan,-nan,-nan,-nan
0.005636,-nan,-nan,-nan,-nan,-nan
0.005637,-nan,-nan,-nan,-nan,-nan
0.005638,-nan,-nan,-nan,-nan,-nan
0.005639,-nan,-nan,-nan,-nan,-nan
0.00564,-nan,-nan,-nan,-nan,-nan
0.005641,-nan,-nan,-nan,-nan,-nan
0.005642,-nan,-nan,-nan,-nan,-nan
0.005643,-nan,-nan,-nan,-nan,-nan
0.005644,-nan,-nan,-nan,-nan,-nan
0.005645,-nan,-nan,-nan,-nan,-nan
0.005646,-nan,-nan,-nan,-nan,-nan
0.005647,-nan,-nan,-nan,-nan,-nan
0.005648,-nan,-nan,-nan,-nan,-nan
0.005649,-nan,-nan,-nan,-nan,-nan
0.00565,-nan,-nan,-nan,-nan,-nan
0.005651,-nan,-nan,-nan,-nan,-nan
0.005652,-nan,-nan,-nan,-nan,-nan
0.005653,-nan,-nan,-nan,-nan,-nan
0.005654,-nan,-nan,-nan,-nan,-nan
0.005655,-nan,-nan,-nan,-nan,-nan
0.005656,-nan,-nan,-nan,-nan,-nan
0.005657,-nan,-nan,-nan,-nan,-nan
0.005658,-nan,-nan,-nan,-nan,-nan
0.005659,-nan,-nan,-nan,-nan,-nan
0.00566,-nan,-nan,-nan,-nan,-nan
0.005661,-nan,-nan,-nan,-nan,-nan
0.005662,-nan,-nan,-nan,-nan,-nan
0.005663,-nan,-nan,-nan,-nan,-nan
0.005664,-nan,-nan,-nan,-nan,-nan
0.005665,-nan,-nan,-nan,-nan,-nan
0.005666,-nan,-nan,-nan,-nan,-nan
0.005667,-nan,-nan,-nan,-nan,-nan
0.005668,-nan,-nan,-nan,-nan,-nan
0.005669,-nan,-nan,-nan,-nan,-nan
0.00567,-nan,-nan,-nan,-nan,-nan
0.005671,-nan,-nan,-nan,-nan,-nan
0.005672,-nan,-nan,-nan,-nan,-nan
0.005673,-nan,-nan,-nan,-nan,-nan
0.005674,-nan,-nan,-nan,-nan,-nan
0.005675,-nan,-nan,-nan,-nan,-nan
0.005676,-nan,-nan,-nan,-nan,-nan
0.005677,-nan,-nan,-nan,-nan,-nan
0.005678,-nan,-nan,-nan,-nan,-nan
0.005679,-nan,-nan,-nan,-nan,-nan
0.00568,-nan,-nan,-nan,-nan,-nan
0.005681,-nan,-nan,-nan,-nan,-nan
0.005682,-nan,-nan,-nan,-nan,-nan
0.005683,-nan,-nan,-nan,-nan,-nan
0.005684,-nan,-nan,-nan,-nan,-nan
0.005685,-nan,-nan,-nan,-nan,-nan
0.005686,-nan,-nan,-nan,-nan,-nan
0.005687,-nan,-nan,-nan,-nan,-nan
0.005688,-nan,-nan,-nan,-nan,-nan
0.005689,-nan,-nan,-nan,-nan,-nan
0.00569,-nan,-nan,-nan,-nan,-nan
0.005691,-nan,-nan,-nan,-nan,-nan
0.005692,-nan,-nan,-nan,-nan,-nan
0.005693,-nan,-nan,-nan,-nan,-nan
0.005694,-nan,-nan,-nan,-nan,-nan
0.005695,-nan,-nan,-nan,-nan,-nan
0.005696,-nan,-nan,-nan,-nan,-nan
0.005697,-nan,-nan,-nan,-nan,-nan
0.005698,-nan,-nan,-nan,-nan,-nan
0.005699,-nan,-nan,-nan,-nan,-nan
0.0057,-nan,-nan,-nan,-nan,-nan
0.005701,-nan,-nan,-nan,-nan,-nan
0.005702,-nan,-nan,-nan,-nan,-nan
0.005703,-nan,-nan,-nan,-nan,-nan
0.005704,-nan,-nan,-nan,-nan,-nan
0.005705,-nan,-nan,-nan,-nan,-nan
0.005706,-nan,-nan,-nan,-nan,-nan
0.005707,-nan,-nan,-nan,-nan,-nan
0.005708,-nan,-nan,-nan,-nan,-nan
0.005709,-nan,-nan,-nan,-nan,-nan
0.00571,4.52218e-320,-nan,-nan,-nan,-nan
0.005711,-nan,-nan,-nan,-nan,-nan
0.005712,-nan,-nan,-nan,-nan,-nan
0.005713,-nan,-nan,-nan,-nan,-nan
0.005714,-nan,-nan,-nan,-nan,-nan
0.005715,-nan,-nan,-nan,-nan,-nan
0.005716,-nan,-nan,-nan,-nan,-nan
0.005717,-nan,-nan,-nan,-nan,-nan
0.005718,-nan,-nan,-nan,-nan,-nan
0.005719,-nan,-nan,-nan,-nan,-nan
0.00572,-nan,-nan,-nan,-nan,-nan
0.005721,-nan,-nan,-nan,-nan,-nan
0.005722,-nan,-nan,-nan,-nan,-nan
0.005723,-nan,-nan,-nan,-nan,-nan
0.005724,-nan,-nan,-nan,-nan,-nan
0.005725,-nan,-nan,-nan,-nan,-nan
0.005726,-nan,-nan,-nan,-nan,-nan
0.005727,-nan,-nan,-nan,-nan,-nan
0.005728,-nan,-nan,-nan,-nan,-nan
0.005729,-nan,-nan,-nan,-nan,-nan
0.00573,-nan,-nan,-nan,-nan,-nan
0.005731,-nan,-nan,-nan,-nan,-nan
0.005732,-nan,-nan,-nan,-nan,-nan
0.005733,-nan,-nan,-nan,-nan,-nan
0.005734,-nan,-nan,-nan,-nan,-nan
0.005735,-nan,-nan,-nan,-nan,-nan
0.005736,-nan,-nan,-nan,-nan,-nan
0.005737,-nan,-nan,-nan,-nan,-nan
0.005738,-nan,-nan,-nan,-nan,-nan
0.005739,-nan,-nan,-nan,-nan,-nan
0.00574,-nan,-nan,-nan,-nan,-nan
0.005741,-nan,-nan,-nan,-nan,-nan
0.005742,-nan,-nan,-nan,-nan,-nan
0.005743,-nan,-nan,-nan,-nan,-nan
0.005744,-nan,-nan,-nan,-nan,-nan
0.005745,-nan,-nan,-nan,-nan,-nan
0.005746,-nan,-nan,-nan,-nan,-nan
0.005747,-nan,-nan,-nan,-nan,-nan
0.005748,-nan,-nan,-nan,-nan,-nan
0.005749,-nan,-nan,-nan,-nan,-nan
0.00575,-nan,-nan,-nan,-nan,-nan
0.005751,-nan,-nan,-nan,-nan,-nan
0.005752,-nan,-nan,-nan,-nan,-nan
0.005753,-nan,-nan,-nan,-nan,-nan
0.005754,-nan,-nan,-nan,-nan,-nan
0.005755,-nan,-nan,-nan,-nan,-nan
0.005756,-nan,-nan,-nan,-nan,-nan
0.005757,-nan,-nan,-nan,-nan,-nan
0.005758,-nan,-nan,-nan,-nan,-nan
0.005759,-nan,-nan,-nan,-nan,-nan
0.00576,-nan,-nan,-nan,-nan,-nan
0.005761,-nan,-nan,-nan,-nan,-nan
0.005762,-nan,-nan,-nan,-nan,-nan
0.005763,-nan,-nan,-nan,-nan,-nan
0.005764,-nan,-nan,-nan,-nan,-nan
0.005765,-nan,-nan,-nan,-nan,-nan
0.005766,-nan,-nan,-nan,-nan,-nan
0.005767,-nan,-nan,-nan,-nan,-nan
0.005768,-nan,-nan,-nan,-nan,-nan
0.005769,-nan,-nan,-nan,-nan,-nan
0.00577,-nan,-nan,-nan,-nan,-nan
0.005771,-nan,-nan,-nan,-nan,-nan
0.005772,-nan,-nan,-nan,-nan,-nan
0.005773,-nan,-nan,-nan,-nan,-nan
0.005774,-nan,-nan,-nan,-nan,-nan
0.005775,-nan,-nan,-nan,-nan,-nan
0.005776,-nan,-nan,-nan,-nan,-nan
0.005777,-nan,-nan,-nan,-nan,-nan
0.005778,-nan,-nan,-nan,-nan,-nan
0.005779,-nan,-nan,-nan,-nan,-nan
0.00578,-nan,-nan,-nan,-nan,-nan
0.005781,-nan,-nan,-nan,-nan,-nan
0.005782,-nan,-nan,-nan,-nan,-nan
0.005783,-nan,-nan,-nan,-nan,-nan
0.005784,-nan,-nan,-nan,-nan,-nan
0.005785,-nan,-nan,-nan,-nan,-nan
0.005786,-nan,-nan,-nan,-nan,-nan
0.005787,-nan,-nan,-nan,-nan,-nan
0.005788,-nan,-nan,-nan,-nan,-nan
0.005789,-nan,-nan,-nan,-nan,-nan
0.00579,-nan,-nan,-nan,-nan,-nan
0.005791,-nan,-nan,-nan,-nan,-nan
0.005792,-nan,-nan,-nan,-nan,-nan
0.005793,-nan,-nan,-nan,-nan,-nan
0.005794,-nan,-nan,-nan,-nan,-nan
0.005795,-nan,-nan,-nan,-nan,-nan
0.005796,-nan,-nan,-nan,-nan,-nan
0.005797,-nan,-nan,-nan,-nan,-nan
0.005798,-nan,-nan,-nan,-nan,-nan
0.005799,-nan,-nan,-nan,-nan,-nan
0.0058,-nan,-nan,-nan,-nan,-nan
0.005801,-nan,-nan,-nan,-nan,-nan
0.005802,-nan,-nan,-nan,-nan,-nan
0.005803,-nan,-nan,-nan,-nan,-nan
0.005804,-nan,-nan,-nan,-nan,-nan
0.005805,-nan,-nan,-nan,-nan,-nan
0.005806,-nan,-nan,-nan,-nan,-nan
0.005807,-nan,-nan,-nan,-nan,-nan
0.005808,-nan,-nan,-nan,-nan,-nan
0.005809,-nan,-nan,-nan,-nan,-nan
0.00581,-nan,-nan,-nan,-nan,-nan
0.005811,-nan,-nan,-nan,-nan,-nan
0.005812,-nan,-nan,-nan,-nan,-nan
0.005813,-nan,-nan,-nan,-nan,-nan
0.005814,-nan,-nan,-nan,-nan,-nan
0.005815,-nan,-nan,-nan,-nan,-nan
0.005816,-nan,-nan,-nan,-nan,-nan
0.005817,-nan,-nan,-nan,-nan,-nan
0.005818,-nan,-nan,-nan,-nan,-nan
0.005819,-nan,-nan,-nan,-nan,-nan
0.00582,-nan,-nan,-nan,-nan,-nan
0.005821,-nan,-nan,-nan,-nan,-nan
0.005822,-nan,-nan,-nan,-nan,-nan
0.005823,-nan,-nan,-nan,-nan,-nan
0.005824,-nan,-nan,-nan,-nan,-nan
0.005825,-nan,-nan,-nan,-nan,-nan
0.005826,-nan,-nan,-nan,-nan,-nan
0.005827,-nan,-nan,-nan,-nan,-nan
0.005828,-nan,-nan,-nan,-nan,-nan
0.005829,-nan,-nan,-nan,-nan,-nan
0.00583,-nan,-nan,-nan,-nan,-nan
0.005831,-nan,-nan,-nan,-nan,-nan
0.005832,-nan,-nan,-nan,-nan,-nan
0.005833,-nan,-nan,-nan,-nan,-nan
0.005834,-nan,-nan,-nan,-nan,-nan
0.005835,-nan,-nan,-nan,-nan,-nan
0.005836,-nan,-nan,-nan,-nan,-nan
0.005837,-nan,-nan,-nan,-nan,-nan
0.005838,-nan,-nan,-nan,-nan,-nan
0.005839,-nan,-nan,-nan,-nan,-nan
0.00584,-nan,-nan,-nan,-nan,-nan
0.005841,-nan,-nan,-nan,-nan,-nan
0.005842,-nan,-nan,-nan,-nan,-nan
0.005843,-nan,-nan,-nan,-nan,-nan
0.005844,-nan,-nan,-nan,-nan,-nan
0.005845,-nan,-nan,-nan,-nan,-nan
0.005846,-nan,-nan,-nan,-nan,-nan
0.005847,-nan,-nan,-nan,-nan,-nan
0.005848,-nan,-nan,-nan,-nan,-nan
0.005849,-nan,-nan,-nan,-nan,-nan
0.00585,-nan,-nan,-nan,-nan,-nan
0.005851,-nan,-nan,-nan,-nan,-nan
0.005852,-nan,-nan,-nan,-nan,-nan
0.005853,-nan,-nan,-nan,-nan,-nan
0.005854,-nan,-nan,-nan,-nan,-nan
0.005855,-nan,-nan,-nan,-nan,-nan
0.005856,-nan,-nan,-nan,-nan,-nan
0.005857,-nan,-nan,-nan,-nan,-nan
0.005858,-nan,-nan,-nan,-nan,-nan
0.005859,-nan,-nan,-nan,-nan,-nan
0.00586,-nan,-nan,-nan,-nan,-nan
0.005861,-nan,-nan,-nan,-nan,-nan
0.005862,-nan,-nan,-nan,-nan,-nan
0.005863,-nan,-nan,-nan,-nan,-nan
0.005864,-nan,-nan,-nan,-nan,-nan
0.005865,-nan,-nan,-nan,-nan,-nan
0.005866,-nan,-nan,-nan,-nan,-nan
0.005867,-nan,-nan,-nan,-nan,-nan
0.005868,-nan,-nan,-nan,-nan,-nan
0.005869,-nan,-nan,-nan,-nan,-nan
0.00587,-nan,-nan,-nan,-nan,-nan
0.005871,-nan,-nan,-nan,-nan,-nan
0.005872,-nan,-nan,-nan,-nan,-nan
0.005873,-nan,-nan,-nan,-nan,-nan
0.005874,-nan,-nan,-nan,-nan,-nan
0.005875,-nan,-nan,-nan,-nan,-nan
0.005876,-nan,-nan,-nan,-nan,-nan
0.005877,-nan,-nan,-nan,-nan,-nan
0.005878,-nan,-nan,-nan,-nan,-nan
0.005879,-nan,-nan,-nan,-nan,-nan
0.00588,-nan,-nan,-nan,-nan,-nan
0.005881,-nan,-nan,-nan,-nan,-nan
0.005882,-nan,-nan,-nan,-nan,-nan
0.005883,-nan,-nan,-nan,-nan,-nan
0.005884,-nan,-nan,-nan,-nan,-nan
0.005885,-nan,-nan,-nan,-nan,-nan
0.005886,-nan,-nan,-nan,-nan,-nan
0.005887,-nan,-nan,-nan,-nan,-nan
0.005888,-nan,-nan,-nan,-nan,-nan
0.005889,-nan,-nan,-nan,-nan,-nan
0.00589,-nan,-nan,-nan,-nan,-nan
0.005891,-nan,-nan,-nan,-nan,-nan
0.005892,-nan,-nan,-nan,-nan,-nan
0.005893,-nan,-nan,-nan,-nan,-nan
0.005894,-nan,-nan,-nan,-nan,-nan
0.005895,-nan,-nan,-nan,-nan,-nan
0.005896,-nan,-nan,-nan,-nan,-nan
0.005897,-nan,-nan,-nan,-nan,-nan
0.005898,-nan,-nan,-nan,-nan,-nan
0.005899,-nan,-nan,-nan,-nan,-nan
0.0059,-nan,-nan,-nan,-nan,-nan
0.005901,-nan,-nan,-nan,-nan,-nan
0.005902,-nan,-nan,-nan,-nan,-nan
0.005903,-nan,-nan,-nan,-nan,-nan
0.005904,-nan,-nan,-nan,-nan,-nan
0.005905,-nan,-nan,-nan,-nan,-nan
0.005906,-nan,-nan,-nan,-nan,-nan
0.005907,-nan,-nan,-nan,-nan,-nan
0.005908,-nan,-nan,-nan,-nan,-nan
0.005909,-nan,-nan,-nan,-nan,-nan
0.00591,-nan,-nan,-nan,-nan,-nan
0.005911,-nan,-nan,-nan,-nan,-nan
0.005912,-nan,-nan,-nan,-nan,-nan
0.005913,-nan,-nan,-nan,-nan,-nan
0.005914,-nan,-nan,-nan,-nan,-nan
0.005915,-nan,-nan,-nan,-nan,-nan
0.005916,-nan,-nan,-nan,-nan,-nan
0.005917,-nan,-nan,-nan,-nan,-nan
0.005918,-nan,-nan,-nan,-nan,-nan
0.005919,-nan,-nan,-nan,-nan,-nan
0.00592,-nan,-nan,-nan,-nan,-nan
0.005921,-nan,-nan,-nan,-nan,-nan
0.005922,-nan,-nan,-nan,-nan,-nan
0.005923,-nan,-nan,-nan,-nan,-nan
0.005924,-nan,-nan,-nan,-nan,-nan
0.005925,-nan,-nan,-nan,-nan,-nan
0.005926,-nan,-nan,-nan,-nan,-nan
0.005927,-nan,-nan,-nan,-nan,-nan
0.005928,-nan,-nan,-nan,-nan,-nan
0.005929,-nan,-nan,-nan,-nan,-nan
0.00593,-nan,-nan,-nan,-nan,-nan
0.005931,-nan,-nan,-nan,-nan,-nan
0.005932,-nan,-nan,-nan,-nan,-nan
0.005933,-nan,-nan,-nan,-nan,-nan
0.005934,-nan,-nan,-nan,-nan,-nan
0.005935,-nan,-nan,-nan,-nan,-nan
0.005936,-nan,-nan,-nan,-nan,-nan
0.005937,-nan,-nan,-nan,-nan,-nan
0.005938,-nan,-nan,-nan,-nan,-nan
0.005939,-nan,-nan,-nan,-nan,-nan
0.00594,-nan,-nan,-nan,-nan,-nan
0.005941,-nan,-nan,-nan,-nan,-nan
0.005942,-nan,-nan,-nan,-nan,-nan
0.005943,-nan,-nan,-nan,-nan,-nan
0.005944,-nan,-nan,-nan,-nan,-nan
0.005945,-nan,-nan,-nan,-nan,-nan
0.005946,-nan,-nan,-nan,-nan,-nan
0.005947,-nan,-nan,-nan,-nan,-nan
0.005948,-nan,-nan,-nan,-nan,-nan
0.005949,-nan,-nan,-nan,-nan,-nan
0.00595,-nan,-nan,-nan,-nan,-nan
0.005951,-nan,-nan,-nan,-nan,-nan
0.005952,-nan,-nan,-nan,-nan,-nan
0.005953,-nan,-nan,-nan,-nan,-nan
0.005954,-nan,-nan,-nan,-nan,-nan
0.005955,-nan,-nan,-nan,-nan,-nan
0.005956,-nan,-nan,-nan,-nan,-nan
0.005957,-nan,-nan,-nan,-nan,-nan
0.005958,-nan,-nan,-nan,-nan,-nan
0.005959,-nan,-nan,-nan,-nan,-nan
0.00596,-nan,-nan,-nan,-nan,-nan
0.005961,-nan,-nan,-nan,-nan,-nan
0.005962,-nan,-nan,-nan,-nan,-nan
0.005963,-nan,-nan,-nan,-nan,-nan
0.005964,-nan,-nan,-nan,-nan,-nan
0.005965,-nan,-nan,-nan,-nan,-nan
0.005966,-nan,-nan,-nan,-nan,-nan
0.005967,-nan,-nan,-nan,-nan,-nan
0.005968,-nan,-nan,-nan,-nan,-nan
0.005969,-nan,-nan,-nan,-nan,-nan
0.00597,-nan,-nan,-nan,-nan,-nan
0.005971,-nan,-nan,-nan,-nan,-nan
0.005972,-nan,-nan,-nan,-nan,-nan
0.005973,-nan,-nan,-nan,-nan,-nan
0.005974,-nan,-nan,-nan,-nan,-nan
0.005975,-nan,-nan,-nan,-nan,-nan
0.005976,-nan,-nan,-nan,-nan,-nan
0.005977,-nan,-nan,-nan,-nan,-nan
0.005978,-nan,-nan,-nan,-nan,-nan
0.005979,-nan,-nan,-nan,-nan,-nan
0.00598,-nan,-nan,-nan,-nan,-nan
0.005981,-nan,-nan,-nan,-nan,-nan
0.005982,-nan,-nan,-nan,-nan,-nan
